uf,ano,turno,url
RN,2018, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_1t_RN_101020181938.zip
RN,2018, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_2t_RN_301020181744.zip
RO,2018, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_1t_RO_101020181938.zip
RO,2018, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_2t_RO_301020181744.zip
RR,2018, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_1t_RR_101020181938.zip
RR,2018, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_2t_RR_301020181744.zip
RS,2018, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_1t_RS_101020181938.zip
RS,2018, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_2t_RS_301020181744.zip
SC,2018, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_1t_SC_101020181938.zip
SC,2018, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_2t_SC_301020181744.zip
SE,2018, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_1t_SE_101020181938.zip
SE,2018, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_2t_SE_301020181744.zip
SP,2018, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_1t_SP_101020181938.zip
SP,2018, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_2t_SP_301020181744.zip
TO,2018, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_1t_TO_101020181938.zip
TO,2018, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_2t_TO_301020181744.zip
Exterior,2018, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_1t_ZZ_111020181508.zip
Exterior,2018, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2018/buweb/BWEB_2t_ZZ_301020181744.zip
AC,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_AC_181120201549.zip
AC,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_AC_301120201245.zip
AL,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_AL_181120201549.zip
AL,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_AL_301120201245.zip
AM,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_AM_181120201549.zip
AM,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_AM_301120201245.zip
AP,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_AP_181120201549.zip
AP,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_AP_071220201550.zip
AP,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_AP_301120201245.zip
AP,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_AP_211220201155.zip
BA,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_BA_181120201549.zip
BA,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_BA_301120201245.zip
CE,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_CE_181120201549.zip
CE,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_CE_301120201245.zip
ES,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_ES_181120201549.zip
ES,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_ES_301120201245.zip
GO,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_GO_181120201549.zip
GO,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_GO_301120201245.zip
MA,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_MA_181120201549.zip
MA,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_MA_301120201245.zip
MG,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_MG_181120201549.zip
MG,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_MG_301120201245.zip
MS,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_MS_181120201549.zip
MS,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_MS_301120201245.zip
MT,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_MT_181120201549.zip
MT,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_MT_301120201245.zip
PA,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_PA_181120201549.zip
PA,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_PA_301120201245.zip
PB,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_PB_181120201549.zip
PB,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_PB_301120201245.zip
PE,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_PE_181120201549.zip
PE,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_PE_301120201245.zip
PI,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_PI_181120201549.zip
PI,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_PI_301120201245.zip
PR,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_PR_181120201549.zip
PR,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_PR_301120201245.zip
RJ,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_RJ_181120201549.zip
RJ,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_RJ_301120201245.zip
RN,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_RN_181120201549.zip
RN,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_RN_301120201245.zip
RO,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_RO_181120201549.zip
RO,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_RO_301120201245.zip
RR,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_RR_181120201549.zip
RR,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_RR_301120201245.zip
RS,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_RS_181120201549.zip
RS,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_RS_301120201245.zip
SC,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_SC_181120201549.zip
SC,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_SC_301120201245.zip
SE,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_SE_181120201549.zip
SE,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_SE_301120201245.zip
SP,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_SP_181120201549.zip
SP,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_SP_301120201245.zip
TO,2020, Primeiro turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_1t_TO_181120201549.zip
TO,2020, Segundo turno ,https://cdn.tse.jus.br/eleicoes2020/buweb/bweb_2t_TO_301120201245.zip
AC,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_AC_051020221321.zip
AC,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_AC_311020221535.zip
AL,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_AL_051020221321.zip
AL,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_AL_311020221535.zip
AM,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_AM_051020221321.zip
AM,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_AM_311020221535.zip
AP,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_AP_051020221321.zip
AP,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_AP_311020221535.zip
BA,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_BA_051020221321.zip
BA,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_BA_311020221535.zip
CE,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_CE_051020221321.zip
CE,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_CE_311020221535.zip
DF,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_DF_051020221321.zip
DF,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_DF_311020221535.zip
ES,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_ES_051020221321.zip
ES,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_ES_311020221535.zip
GO,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_GO_051020221321.zip
GO,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_GO_311020221535.zip
MA,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_MA_051020221321.zip
MA,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_MA_311020221535.zip
MG,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_MG_051020221321.zip
MG,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_MG_311020221535.zip
MS,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_MS_051020221321.zip
MS,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_MS_311020221535.zip
MT,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_MT_051020221321.zip
MT,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_MT_311020221535.zip
PA,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_PA_051020221321.zip
PA,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_PA_311020221535.zip
PB,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_PB_051020221321.zip
PB,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_PB_311020221535.zip
PE,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_PE_051020221321.zip
PE,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_PE_311020221535.zip
PI,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_PI_051020221321.zip
PI,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_PI_311020221535.zip
PR,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_PR_051020221321.zip
PR,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_PR_311020221535.zip
RJ,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_RJ_051020221321.zip
RJ,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_RJ_311020221535.zip
RN,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_RN_051020221321.zip
RN,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_RN_311020221535.zip
RO,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_RO_051020221321.zip
RO,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_RO_311020221535.zip
RR,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_RR_051020221321.zip
RR,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_RR_311020221535.zip
RS,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_RS_051020221321.zip
RS,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_RS_311020221535.zip
SC,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_SC_051020221321.zip
SC,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_SC_311020221535.zip
SE,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_SE_051020221321.zip
SE,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_SE_311020221535.zip
SP,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_SP_051020221321.zip
SP,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_SP_311020221535.zip
TO,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_TO_051020221321.zip
TO,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_TO_311020221535.zip
ZZ,2022, Primeiro turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_1t_ZZ_051020221321.zip
ZZ,2022, Segundo turno ,https://cdn.tse.jus.br/estatistica/sead/eleicoes/eleicoes2022/buweb/bweb_2t_ZZ_311020221535.zip
