UF,NM_MUNICIPIO,LOCAL_COD,POP2000_TOT,POP2010_TOT,POP2022_TOT,VAR_00-10,VAR_10-22
BA,COARACI,2908002,27852.0,20964.0,17949,-24.730719517449376,-14.38179736691471
BA,COCOS,2908101,17611.0,18182.0,19156,3.24229174947476,5.356946430535695
BA,CONCEICAO DA FEIRA,2908200,17514.0,20408.0,22936,16.523923718168323,12.387299098392788
BA,CONCEICAO DO ALMEIDA,2908309,18912.0,17895.0,15401,-5.37753807106599,-13.936853869796032
BA,CONCEICAO DO COITE,2908408,56317.0,62042.0,70202,10.165669336079691,13.152380645369266
BA,CONCEICAO DO JACUIPE,2908507,26194.0,30123.0,34994,14.99961823318317,16.170368157222057
BA,CONDE,2908606,20426.0,23594.0,24433,15.509644570645257,3.555988810714589
BA,CONDEUBA,2908705,18047.0,16888.0,17059,-6.422120019947913,1.012553292278541
BA,CONTENDAS DO SINCORA,2908804,4264.0,4663.0,4750,9.357410881801126,1.8657516620201586
BA,CORACAO DE MARIA,2908903,23818.0,22431.0,28340,-5.823326895625158,26.34300744505372
BA,CORDEIROS,2909000,8193.0,8169.0,7555,-0.2929329915781765,-7.5162198555514745
BA,CORIBE,2909109,15148.0,14301.0,14158,-5.591497227356747,-0.9999300748199427
BA,CORONEL JOAO SA,2909208,19665.0,17066.0,17000,-13.216374269005849,-0.3867338567912809
BA,CORRENTINA,2909307,30583.0,31259.0,32709,2.2103783147500247,4.638664064749352
BA,COTEGIPE,2909406,13374.0,13638.0,13059,1.973979362943024,-4.245490541135063
BA,CRAVOLANDIA,2909505,5001.0,5042.0,4445,0.8198360327934412,-11.840539468464895
BA,CRISOPOLIS,2909604,19037.0,20056.0,19720,5.352734149288228,-1.6753091344236137
BA,CRISTOPOLIS,2909703,12662.0,13280.0,14002,4.880745537829727,5.436746987951807
BA,CRUZ DAS ALMAS,2909802,53049.0,58584.0,60633,10.433749929310638,3.4975419909873002
BA,CURACA,2909901,28841.0,32165.0,33603,11.525259179640097,4.470697963625058
BA,DARIO MEIRA,2910008,15222.0,12841.0,10025,-15.641834187360399,-21.929756249513275
BA,DIAS D'AVILA,2910057,45333.0,66373.0,69211,46.41210597136743,4.2758350534102725
BA,DOM BASILIO,2910107,10427.0,11355.0,11905,8.899971228541286,4.84368119771026
BA,DOM MACEDO COSTA,2910206,3748.0,3873.0,4418,3.335112059765208,14.07177898270075
BA,ELISIO MEDRADO,2910305,7860.0,7952.0,7782,1.1704834605597965,-2.137826961770624
BA,ENCRUZILHADA,2910404,32924.0,23786.0,19111,-27.75482930385129,-19.654418565542755
BA,ENTRE RIOS,2910503,37513.0,39883.0,38880,6.317809825927013,-2.5148559536644686
BA,ESPLANADA,2910602,27230.0,33278.0,34033,22.210796915167094,2.268766151812008
BA,EUCLIDES DA CUNHA,2910701,53885.0,56312.0,65187,4.504036373758931,15.760406307714165
BA,EUNAPOLIS,2910727,84120.0,100246.0,112477,19.170233000475513,12.200985575484308
BA,FATIMA,2910750,18298.0,17652.0,17899,-3.5304404852989397,1.3992748697031498
BA,FEIRA DA MATA,2910776,6235.0,6179.0,5618,-0.8981555733761026,-9.079139019258779
BA,FEIRA DE SANTANA,2910800,480949.0,556756.0,652592,15.761962287061623,17.21328553262111
BA,FILADELFIA,2910859,17194.0,16749.0,17892,-2.5881121321391185,6.824288017195057
BA,FIRMINO ALVES,2910909,5170.0,5385.0,5925,4.158607350096712,10.027855153203342
BA,FLORESTA AZUL,2911006,11614.0,10660.0,11068,-8.21422421215774,3.827392120075047
BA,FORMOSA DO RIO PRETO,2911105,18288.0,22534.0,25185,23.217410323709537,11.76444483891009
BA,GANDU,2911204,27160.0,30329.0,29776,11.667893961708394,-1.82333739984833
BA,GAVIAO,2911253,4792.0,4561.0,4357,-4.8205342237061775,-4.472703354527516
BA,GENTIO DO OURO,2911303,10173.0,10720.0,11896,5.376978275828172,10.970149253731343
BA,GLORIA,2911402,14559.0,15073.0,16698,3.530462257023147,10.780866449943607
BA,GONGOGI,2911501,10522.0,8344.0,5549,-20.69948678958373,-33.49712368168744
BA,GOVERNADOR MANGABEIRA,2911600,17165.0,19826.0,20604,15.502475968540635,3.9241400181579746
BA,GUAJERU,2911659,12836.0,10383.0,8054,-19.11031473979433,-22.43089665799865
BA,GUANAMBI,2911709,71728.0,78801.0,87580,9.860863261209012,11.140721564447151
BA,GUARATINGA,2911808,24319.0,22195.0,20338,-8.733911756239978,-8.36674926785312
BA,HELIOPOLIS,2911857,13108.0,12444.0,12301,-5.065608788526091,-1.1491481838637094
BA,IACU,2911907,28501.0,25735.0,25178,-9.704922634293533,-2.164367592772489
BA,IBIASSUCE,2912004,12828.0,10077.0,10426,-21.44527595884004,3.463332340974496
BA,IBICARAI,2912103,28861.0,24241.0,21688,-16.007761338830946,-10.531743739944721
BA,IBICOARA,2912202,14453.0,17301.0,20874,19.70525150487788,20.651985434367955
BA,IBICUI,2912301,15129.0,15786.0,13791,4.3426531826293875,-12.637780311668568
BA,IBIPEBA,2912400,15362.0,17021.0,18540,10.799375081369615,8.924270019387814
BA,IBIPITANGA,2912509,13419.0,14171.0,13905,5.603994336388703,-1.8770728953496578
BA,IBIQUERA,2912608,4495.0,4865.0,3722,8.231368186874304,-23.494347379239468
BA,IBIRAPITANGA,2912707,22177.0,22610.0,27341,1.952473283131172,20.92436974789916
BA,IBIRAPUA,2912806,7096.0,7960.0,8331,12.175873731679818,4.660804020100503
BA,IBIRATAIA,2912905,24741.0,18946.0,19613,-23.422658744593996,3.520532038424997
BA,IBITIARA,2913002,14443.0,15519.0,14622,7.44997576680745,-5.7800115986854825
BA,IBITITA,2913101,17905.0,17832.0,17954,-0.40770734431722977,0.6841633019291162
BA,IBOTIRAMA,2913200,24149.0,25422.0,26611,5.271439811172305,4.677051372826686
BA,ICHU,2913309,5593.0,5255.0,6192,-6.043268371178258,17.830637488106564
BA,IGAPORA,2913408,14557.0,15194.0,17022,4.375901628082709,12.03106489403712
BA,IGRAPIUNA,2913457,14960.0,13347.0,13077,-10.782085561497325,-2.0229265003371544
BA,IGUAI,2913507,25134.0,25724.0,25114,2.3474178403755865,-2.3713263878090496
BA,ILHEUS,2913606,222127.0,184231.0,197163,-17.060510428718707,7.019448409876731
BA,INHAMBUPE,2913705,29589.0,36290.0,33771,22.64692960221704,-6.941306144943511
BA,IPECAETA,2913804,18383.0,15334.0,16230,-16.585976173638688,5.843224207643146
BA,IPIAU,2913903,43621.0,44430.0,43078,1.8546113110657712,-3.04298897141571
BA,IPIRA,2914000,61746.0,59352.0,58094,-3.8771742299096292,-2.119557891899178
BA,IPUPIARA,2914109,8541.0,9290.0,9925,8.769464933848496,6.835306781485468
BA,IRAJUBA,2914208,6362.0,7002.0,6100,10.059729644765797,-12.882033704655813
BA,IRAMAIA,2914307,17553.0,11988.0,10755,-31.703982225260642,-10.285285285285285
BA,IRAQUARA,2914406,18334.0,22607.0,25590,23.30642522090106,13.195028088645111
BA,IRARA,2914505,25163.0,27492.0,27984,9.255653141517307,1.789611523352248
BA,IRECE,2914604,57436.0,66404.0,76491,15.613900689463053,15.190349978916935
BA,ITABELA,2914653,25746.0,28399.0,27691,10.304513322457858,-2.493045529772175
BA,ITABERABA,2914703,58943.0,61623.0,67605,4.546765519230443,9.707414439413856
BA,ITABUNA,2914802,196675.0,204710.0,185500,4.085420109317401,-9.384006643544526
BA,ITACARE,2914901,18120.0,24340.0,28214,34.32671081677704,15.916187345932622
BA,ITAETE,2915007,14006.0,14932.0,14031,6.611452234756533,-6.034020894722743
BA,ITAGI,2915106,14629.0,13053.0,13925,-10.773121881194887,6.680456600015322
BA,ITAGIBA,2915205,17191.0,15210.0,15556,-11.523471583968355,2.2748191978961207
BA,ITAGIMIRIM,2915304,7728.0,7110.0,7037,-7.996894409937888,-1.0267229254571026
BA,ITAGUACU DA BAHIA,2915353,11309.0,13209.0,13116,16.80077814130339,-0.7040654099477629
BA,ITAJU DO COLONIA,2915403,8580.0,7278.0,6033,-15.174825174825173,-17.106347897774114
BA,ITAJUIPE,2915502,22511.0,21094.0,19913,-6.294700368708632,-5.59874845927752
BA,ITAMARAJU,2915601,64144.0,63355.0,60831,-1.230044898977301,-3.983900244653145
BA,ITAMARI,2915700,8347.0,7904.0,7050,-5.307296034503414,-10.804655870445345
BA,ITAMBE,2915809,30850.0,23106.0,26420,-25.102106969205835,14.342594996970485
BA,ITANAGRA,2915908,6370.0,7591.0,5814,19.167974882260598,-23.409300487419312
BA,ITANHEM,2916005,21334.0,20199.0,19025,-5.3201462454298305,-5.812168919253429
BA,ITAPARICA,2916104,18945.0,20760.0,19738,9.58036421219319,-4.922928709055877
BA,ITAPE,2916203,14639.0,10986.0,10327,-24.953890293052805,-5.998543600946659
BA,ITAPEBI,2916302,11126.0,10497.0,9779,-5.653424411288873,-6.840049537963227
BA,ITAPETINGA,2916401,57931.0,68314.0,68704,17.923046382765705,0.5708932283280147
BA,ITAPICURU,2916500,27315.0,32278.0,32793,18.16950393556654,1.5955139723650786
BA,ITAPITANGA,2916609,10382.0,10207.0,10320,-1.6856097091119244,1.1070833741549917
BA,ITAQUARA,2916708,7861.0,7678.0,8175,-2.3279480982063347,6.473039854128679
BA,ITARANTIM,2916807,16923.0,18548.0,17035,9.602316374165337,-8.157213715764502
BA,ITATIM,2916856,12700.0,14539.0,15749,14.480314960629922,8.322443084118577
BA,ITIRUCU,2916906,13585.0,12693.0,11016,-6.5660655134339345,-13.212006617820846
BA,ITIUBA,2917003,35543.0,36112.0,33671,1.600877809976648,-6.759525919361985
BA,ITORORO,2917102,19799.0,19911.0,17729,0.5656851356129098,-10.958766510973833
BA,ITUACU,2917201,17268.0,18127.0,18992,4.974519342135742,4.771887240028686
BA,ITUBERA,2917300,24133.0,26592.0,21974,10.189367256453819,-17.36612515042118
BA,IUIU,2917334,10489.0,10905.0,11101,3.9660596815711697,1.7973406694176983
BA,JABORANDI,2917359,10288.0,8976.0,9269,-12.752721617418352,3.2642602495543676
BA,JACARACI,2917409,13520.0,13656.0,14625,1.0059171597633136,7.095782073813709
BA,JACOBINA,2917508,76492.0,79285.0,88296,3.6513622339591065,11.365327615564103
BA,JAGUAQUARA,2917607,46621.0,51019.0,46026,9.433517084575621,-9.786550108783002
BA,JAGUARARI,2917706,27412.0,30342.0,32495,10.688749452794397,7.095774833564036
BA,JAGUARIPE,2917805,13422.0,16467.0,20237,22.686633884666964,22.8942733952754
BA,JANDAIRA,2917904,10027.0,10322.0,9112,2.942056447591503,-11.722534392559583
BA,JEQUIE,2918001,147202.0,151921.0,156408,3.2057988342549693,2.9535087315117723
BA,JEREMOABO,2918100,34916.0,37661.0,37519,7.861725283537633,-0.3770478744589894
BA,JIQUIRICA,2918209,13638.0,14087.0,13623,3.2922715940753777,-3.2938169943919924
BA,JITAUNA,2918308,21056.0,14115.0,14614,-32.964475683890576,3.5352461919943323
BA,JOAO DOURADO,2918357,18967.0,22359.0,26186,17.883692729477513,17.116150096158147
BA,JUAZEIRO,2918407,174567.0,197984.0,244406,13.414333751510881,23.44734928074996
BA,JUCURUCU,2918456,12377.0,9960.0,9971,-19.528157065524766,0.11044176706827308
BA,JUSSARA,2918506,15339.0,15053.0,16922,-1.864528326488037,12.416129675147811
BA,JUSSARI,2918555,7556.0,6467.0,5902,-14.412387506617257,-8.736663058605226
BA,JUSSIAPE,2918605,10051.0,7972.0,7381,-20.684509004079196,-7.413447064726543
BA,LAFAIETE COUTINHO,2918704,4102.0,3901.0,4044,-4.900048756704047,3.665726736734171
BA,LAGOA REAL,2918753,12765.0,13934.0,13990,9.157853505679594,0.40189464618917753
BA,LAJE,2918803,19601.0,22206.0,23198,13.29013825825213,4.46726110060344
BA,LAJEDAO,2918902,3409.0,3733.0,4550,9.50425344675858,21.885882668095366
BA,LAJEDINHO,2919009,4352.0,3930.0,4102,-9.696691176470589,4.3765903307888046
BA,LAJEDO DO TABOCAL,2919058,8100.0,8305.0,7486,2.5308641975308643,-9.861529199277545
BA,LAMARAO,2919108,9523.0,9027.0,9062,-5.208442717630998,0.387725711753628
BA,LAPAO,2919157,24727.0,25651.0,25713,3.736805920653537,0.24170597637519003
BA,LAURO DE FREITAS,2919207,113543.0,163414.0,220437,43.922566780867164,34.89480705447514
BA,LENCOIS,2919306,8910.0,10368.0,11022,16.363636363636363,6.30787037037037
BA,LICINIO DE ALMEIDA,2919405,12349.0,12320.0,11848,-0.23483682889302776,-3.831168831168831
BA,LIVRAMENTO DE NOSSA SENHORA,2919504,38025.0,42705.0,43898,12.307692307692308,2.7935838894743004
BA,LUIS EDUARDO MAGALHAES,2919553,0.0,60179.0,108271,inf,79.91492048721315
BA,MACAJUBA,2919603,11474.0,11229.0,10463,-2.135262332229388,-6.821622584379732
BA,MACARANI,2919702,14594.0,17088.0,21556,17.089214745785938,26.147003745318354
BA,MACAUBAS,2919801,41806.0,47067.0,41631,12.584318040472658,-11.549493275543373
BA,MACURURE,2919900,8612.0,8067.0,7600,-6.328379006038086,-5.789016982769307
BA,MADRE DE DEUS,2919926,12036.0,17384.0,18767,44.43336656696577,7.9555913483663145
BA,MAETINGA,2919959,13686.0,7031.0,6968,-48.62633347946807,-0.8960318589105389
BA,MAIQUINIQUE,2920007,7326.0,8782.0,9452,19.874419874419875,7.629241630608062
BA,MAIRI,2920106,20085.0,19335.0,16122,-3.7341299477221805,-16.617532971295578
BA,MALHADA,2920205,15614.0,16008.0,15426,2.523376457025746,-3.63568215892054
BA,MALHADA DE PEDRAS,2920304,8426.0,8452.0,8673,0.30856871587942086,2.614765735920492
BA,MANOEL VITORINO,2920403,16704.0,14390.0,13327,-13.852969348659002,-7.387074357192495
BA,MANSIDAO,2920452,11046.0,12594.0,13902,14.014122759369908,10.385898046688899
BA,MARACAS,2920502,31683.0,24615.0,27747,-22.308493513871795,12.723948811700184
BA,MARAGOGIPE,2920601,40314.0,42815.0,38394,6.203800168675895,-10.325820390050216
BA,MARAU,2920700,18366.0,19097.0,24713,3.980180768811935,29.407760381211705
BA,MARCIONILIO SOUZA,2920809,10775.0,10508.0,9256,-2.4779582366589326,-11.914731633041493
BA,MASCOTE,2920908,16093.0,14640.0,11991,-9.028770272789412,-18.09426229508197
BA,MATA DE SAO JOAO,2921005,32568.0,40210.0,48698,23.464750675509702,21.109176821686148
BA,MATINA,2921054,10242.0,11134.0,10338,8.709236477250537,-7.149272498652776
BA,MEDEIROS NETO,2921104,21235.0,21541.0,23096,1.4410171886037204,7.218792070934497
BA,MIGUEL CALMON,2921203,28267.0,26466.0,27817,-6.371387129868751,5.104662585959344
BA,MILAGRES,2921302,12067.0,10306.0,11076,-14.59351951603547,7.471375897535417
BA,MIRANGABA,2921401,14261.0,16323.0,15050,14.459014094383281,-7.798811492985358
BA,MIRANTE,2921450,13666.0,10512.0,10072,-23.07917459388263,-4.185692541856925
BA,MONTE SANTO,2921500,54552.0,52360.0,47758,-4.018184484528523,-8.789152024446143
BA,MORPARA,2921609,8597.0,8285.0,8303,-3.6291729673141795,0.21726010863005432
BA,MORRO DO CHAPEU,2921708,34494.0,35207.0,33389,2.067026149475271,-5.163745845996535
BA,MORTUGABA,2921807,12598.0,12482.0,11131,-0.9207810763613272,-10.823585963787854
BA,MUCUGE,2921906,13682.0,10548.0,12988,-22.906007893582807,23.132347364429275
BA,MUCURI,2922003,28062.0,36043.0,38082,28.440595823533606,5.657131759287518
BA,MULUNGU DO MORRO,2922052,15119.0,12270.0,13166,-18.843838878232688,7.302363488182559
BA,MUNDO NOVO,2922102,21273.0,24419.0,20564,14.788699290180041,-15.786887259920555
BA,MUNIZ FERREIRA,2922201,6941.0,7310.0,7165,5.316236853479326,-1.9835841313269493
BA,MUQUEM DO SAO FRANCISCO,2922250,9052.0,10272.0,11029,13.477684489615555,7.369548286604362
BA,MURITIBA,2922300,30644.0,28897.0,28558,-5.700952878214332,-1.173132159047652
BA,MUTUIPE,2922409,20462.0,21466.0,20028,4.906656240836673,-6.698965806391503
BA,NAZARE,2922508,26365.0,27269.0,28181,3.4287881661293382,3.3444570758003596
BA,NILO PECANHA,2922607,11213.0,12530.0,12032,11.745295638990457,-3.974461292897047
BA,NORDESTINA,2922656,11800.0,12398.0,18536,5.067796610169491,49.507985158896595
BA,NOVA CANAA,2922706,15366.0,16727.0,15959,8.85721723285175,-4.591379207269684
BA,NOVA FATIMA,2922730,7536.0,7602.0,7958,0.8757961783439491,4.682978163641147
BA,NOVA IBIA,2922755,7166.0,6648.0,8325,-7.228579402735138,25.225631768953065
BA,NOVA ITARANA,2922805,6592.0,7438.0,7820,12.833737864077671,5.135789190642646
BA,NOVA REDENCAO,2922854,8636.0,8034.0,7525,-6.970819823992589,-6.335573811301967
BA,NOVA SOURE,2922904,24405.0,24132.0,24206,-1.1186232329440688,0.306646776064976
BA,NOVA VICOSA,2923001,32076.0,38537.0,41089,20.142785883526624,6.622207229415886
BA,NOVO HORIZONTE,2923035,8502.0,10673.0,11163,25.535168195718654,4.591024079452825
BA,NOVO TRIUNFO,2923050,13599.0,15057.0,10666,10.72137657180675,-29.162515773394432
BA,OLINDINA,2923100,23909.0,24943.0,22615,4.324731272742482,-9.333279878122118
BA,OLIVEIRA DOS BREJINHOS,2923209,21670.0,21839.0,22850,0.7798800184586987,4.629332844910481
BA,OURICANGAS,2923308,7525.0,8287.0,7728,10.12624584717608,-6.745505007843611
BA,OUROLANDIA,2923357,15356.0,16477.0,19322,7.300078145350351,17.266492686775507
BA,PALMAS DE MONTE ALTO,2923407,20099.0,20779.0,20091,3.383252898154137,-3.311035179748785
BA,PALMEIRAS,2923506,7518.0,8408.0,10383,11.838254855014632,23.4895337773549
BA,PARAMIRIM,2923605,18921.0,20998.0,20378,10.977221077110089,-2.9526621583007904
BA,PARATINGA,2923704,27679.0,29475.0,28947,6.488673723761697,-1.7913486005089057
BA,PARIPIRANGA,2923803,26591.0,27782.0,26609,4.478959046293859,-4.222158231948744
BA,PAU BRASIL,2923902,13048.0,10853.0,10669,-16.82250153280196,-1.695383764857643
BA,PAULO AFONSO,2924009,96499.0,108419.0,118412,12.352459610980425,9.217019157158802
BA,PE DE SERRA,2924058,13531.0,13752.0,13242,1.6332865272337596,-3.7085514834205933
BA,PEDRAO,2924108,6764.0,6896.0,6229,1.9515079834417506,-9.672273781902552
BA,PEDRO ALEXANDRE,2924207,16953.0,16995.0,14056,0.2477437621659883,-17.293321565166224
BA,PIATA,2924306,18977.0,17985.0,20098,-5.227380513252885,11.748679455101474
BA,PILAO ARCADO,2924405,30713.0,32815.0,35326,6.844007423566569,7.65198841992991
BA,PINDAI,2924504,15494.0,15629.0,14740,0.8713050212985672,-5.688143835178194
BA,PINDOBACU,2924603,20869.0,20119.0,19133,-3.5938473333652783,-4.90084000198817
BA,PINTADAS,2924652,10927.0,10345.0,9805,-5.326256062963302,-5.219913001449976
BA,PIRAI DO NORTE,2924678,10425.0,9835.0,10200,-5.6594724220623505,3.7112353838332486
BA,PIRIPA,2924702,16128.0,12789.0,9158,-20.703125,-28.391586519665335
BA,PIRITIBA,2924801,19037.0,22411.0,17549,17.72338078478752,-21.69470349382
BA,PLANALTINO,2924900,7963.0,8822.0,8012,10.787391686550295,-9.181591475855814
BA,PLANALTO,2925006,21707.0,24497.0,23290,12.852996729165708,-4.9271339347675225
BA,POCOES,2925105,44213.0,44760.0,48197,1.2371926808857123,7.678731009830206
BA,POJUCA,2925204,26203.0,33064.0,33079,26.18402472999275,0.04536656181950157
BA,PONTO NOVO,2925253,17187.0,15741.0,17941,-8.413335660673765,13.976240391334732
BA,PORTO SEGURO,2925303,95721.0,126770.0,158736,32.43697830152213,25.215745050090714
BA,POTIRAGUA,2925402,14579.0,9829.0,11524,-32.58110981548803,17.24488757757656
BA,PRADO,2925501,26498.0,27612.0,31715,4.204090874783002,14.859481384905113
BA,PRESIDENTE DUTRA,2925600,13730.0,13756.0,15133,0.18936635105608157,10.010177377144519
BA,PRESIDENTE JANIO QUADROS,2925709,17045.0,13657.0,12627,-19.876796714579058,-7.541919894559566
BA,PRESIDENTE TANCREDO NEVES,2925758,19404.0,23857.0,27662,22.94887652030509,15.949197300582638
BA,QUEIMADAS,2925808,24613.0,24583.0,26027,-0.12188680778450413,5.873977952243421
BA,QUIJINGUE,2925907,26376.0,27243.0,27317,3.2870791628753415,0.271629409389568
BA,QUIXABEIRA,2925931,9466.0,9548.0,9429,0.8662581871962813,-1.2463343108504399
BA,RAFAEL JAMBEIRO,2925956,22600.0,25555.0,20242,13.075221238938054,-20.790451966347096
BA,REMANSO,2926004,36257.0,39149.0,40531,7.976390765921064,3.5301029400495545
BA,RETIROLANDIA,2926103,10891.0,12059.0,13654,10.724451381874943,13.226635707770129
BA,RIACHAO DAS NEVES,2926202,21917.0,21941.0,22289,0.10950403796139982,1.5860717378423956
BA,RIACHAO DO JACUIPE,2926301,31633.0,33081.0,33422,4.577498182278001,1.0308031800731536
BA,RIACHO DE SANTANA,2926400,28643.0,30651.0,39127,7.010438850679049,27.653257642491276
BA,RIBEIRA DO AMPARO,2926509,13903.0,14267.0,13831,2.618139969790693,-3.0560033644073736
BA,RIBEIRA DO POMBAL,2926608,46270.0,48271.0,53997,4.324616382105035,11.862194692465454
BA,RIBEIRAO DO LARGO,2926657,15303.0,8573.0,10382,-43.97830490753447,21.101131459232477
BA,RIO DE CONTAS,2926707,13935.0,12979.0,13634,-6.860423394330821,5.046613760690346
BA,RIO DO ANTONIO,2926806,14637.0,14786.0,13098,1.017968162874906,-11.416204517787095
BA,RIO DO PIRES,2926905,12010.0,11923.0,9585,-0.7243963363863447,-19.60915876876625
BA,RIO REAL,2927002,33260.0,37127.0,35378,11.626578472639808,-4.710857327551378
BA,RODELAS,2927101,6260.0,7779.0,10303,24.26517571884984,32.446329862450185
BA,RUY BARBOSA,2927200,29026.0,29869.0,30172,2.904292703093778,1.0144296762529714
BA,SALINAS DA MARGARIDA,2927309,10377.0,13465.0,14989,29.758118916835308,11.318232454511696
BA,SALVADOR,2927408,2443107.0,2676606.0,2610987,9.55746105266777,-2.451574867574832
BA,SANTA BARBARA,2927507,17933.0,19064.0,22446,6.306808676741203,17.740243390684014
BA,SANTA BRIGIDA,2927606,16903.0,15059.0,14979,-10.909306040347868,-0.5312437744870178
BA,SANTA CRUZ CABRALIA,2927705,23888.0,26198.0,30385,9.67012726054923,15.982136040919153
BA,SANTA CRUZ DA VITORIA,2927804,7025.0,6673.0,4672,-5.01067615658363,-29.986512812827815
BA,SANTA INES,2927903,11027.0,10363.0,10293,-6.0215833862337895,-0.6754800733378366
BA,SANTALUZ,2928000,30955.0,33816.0,37079,9.242448715877888,9.649278448071918
BA,SANTA LUZIA,2928059,15503.0,13332.0,11776,-14.003741211378443,-11.671167116711672
BA,SANTA MARIA DA VITORIA,2928109,41261.0,40316.0,38686,-2.290298344683842,-4.043059827363826
BA,SANTANA,2928208,24139.0,24747.0,24778,2.5187455984092133,0.12526770921727887
BA,SANTANOPOLIS,2928307,8644.0,8781.0,9831,1.5849143914854233,11.957635804578066
BA,SANTA RITA DE CASSIA,2928406,24026.0,26261.0,28084,9.302422375759594,6.941852937816534
BA,SANTA TEREZINHA,2928505,8696.0,9658.0,9790,11.062557497700091,1.366742596810934
BA,SANTO AMARO,2928604,58414.0,57811.0,55935,-1.0322867805663025,-3.2450571690508725
BA,SANTO ANTONIO DE JESUS,2928703,77368.0,90949.0,103055,17.553769000103404,13.310756577862318
BA,SANTO ESTEVAO,2928802,41145.0,47901.0,55696,16.419978126139263,16.27314669839878
BA,SAO DESIDERIO,2928901,19006.0,27692.0,36793,45.70135746606335,32.86508738985989
BA,SAO DOMINGOS,2928950,8526.0,9221.0,8417,8.15153647665963,-8.719227849474025
BA,SAO FELIX,2929008,13699.0,14099.0,10946,2.9199211621286225,-22.363288176466416
BA,SAO FELIX DO CORIBE,2929057,11758.0,13042.0,15704,10.920224527980949,20.410979911056586
BA,SAO FELIPE,2929107,20228.0,20305.0,20286,0.3806604706347637,-0.09357301157350406
BA,SAO FRANCISCO DO CONDE,2929206,26282.0,33172.0,37892,26.21566090860665,14.228867719763654
BA,SAO GABRIEL,2929255,18412.0,18419.0,18417,0.03801868346730393,-0.010858352787882079
BA,SAO GONCALO DOS CAMPOS,2929305,27000.0,33289.0,39570,23.29259259259259,18.868094565772477
BA,SAO JOSE DA VITORIA,2929354,6210.0,5715.0,5321,-7.971014492753622,-6.89413823272091
BA,SAO JOSE DO JACUIPE,2929370,9233.0,10213.0,10195,10.614101592115238,-0.1762459610300597
BA,SAO MIGUEL DAS MATAS,2929404,10020.0,10414.0,10334,3.932135728542914,-0.7681966583445362
BA,SAO SEBASTIAO DO PASSE,2929503,39960.0,42153.0,40376,5.487987987987988,-4.2155955685241855
BA,SAPEACU,2929602,16450.0,16597.0,17993,0.8936170212765958,8.411158643128276
BA,SATIRO DIAS,2929701,17251.0,18588.0,16021,7.750275346356733,-13.809984936518182
BA,SAUBARA,2929750,10193.0,11201.0,11433,9.889139605611694,2.0712436389608073
BA,SAUDE,2929800,11488.0,11847.0,10482,3.125,-11.521904279564446
BA,SEABRA,2929909,39422.0,41815.0,49587,6.070214600984222,18.58663159153414
BA,SEBASTIAO LARANJEIRAS,2930006,9283.0,10372.0,9373,11.731121404718301,-9.631700732741997
BA,SENHOR DO BONFIM,2930105,67723.0,74431.0,77514,9.90505441282873,4.142091332912362
BA,SERRA DO RAMALHO,2930154,32600.0,31646.0,34270,-2.9263803680981595,8.291727232509638
BA,SENTO SE,2930204,32461.0,37431.0,37389,15.310680508918395,-0.11220645988619059
BA,SERRA DOURADA,2930303,18015.0,18112.0,16691,0.5384401887316126,-7.845627208480566
BA,SERRA PRETA,2930402,17726.0,15401.0,18090,-13.116326300349767,17.459905200960975
BA,SERRINHA,2930501,83206.0,77285.0,85696,-7.116073360094225,10.88309503784693
BA,SERROLANDIA,2930600,12616.0,12347.0,13320,-2.1322130627774256,7.88045679112335
BA,SIMOES FILHO,2930709,94066.0,118020.0,127093,25.46509897306147,7.687680054228096
BA,SITIO DO MATO,2930758,11752.0,12051.0,13408,2.5442477876106198,11.260476309019998
BA,SITIO DO QUINTO,2930766,17031.0,12603.0,14778,-25.999647701250662,17.25779576291359
BA,SOBRADINHO,2930774,21325.0,21988.0,24799,3.1090269636576786,12.784245952337638
BA,SOUTO SOARES,2930808,14795.0,15899.0,16904,7.461980398783373,6.3211522737279076
BA,TABOCAS DO BREJO VELHO,2930907,12619.0,11428.0,11990,-9.438148823203106,4.917745887294365
BA,TANHACU,2931004,20044.0,20022.0,21407,-0.10975853123129115,6.9173908700429525
BA,TANQUE NOVO,2931053,15771.0,16133.0,18459,2.2953522287743326,14.417653257298705
BA,TANQUINHO,2931103,7460.0,8008.0,7729,7.345844504021448,-3.484015984015984
BA,TAPEROA,2931202,15933.0,18791.0,18016,17.93761375760999,-4.124314831568304
BA,TAPIRAMUTA,2931301,17061.0,16528.0,15884,-3.124084168571596,-3.8964181994191676
BA,TEIXEIRA DE FREITAS,2931350,107486.0,138491.0,147454,28.845617103622796,6.471900701128592
BA,TEODORO SAMPAIO,2931400,8884.0,7895.0,7220,-11.132372805042774,-8.549715009499684
BA,TEOFILANDIA,2931509,20432.0,21484.0,21811,5.148786217697729,1.5220629305529696
BA,TEOLANDIA,2931608,12572.0,14850.0,15892,18.119630925867007,7.016835016835017
BA,TERRA NOVA,2931707,12875.0,12806.0,10802,-0.5359223300970873,-15.648914571294705
BA,TREMEDAL,2931806,21200.0,17032.0,17497,-19.660377358490567,2.7301550023485204
BA,TUCANO,2931905,50948.0,52391.0,48062,2.8322995995917406,-8.262869576835715
BA,UAUA,2932002,25993.0,24302.0,24654,-6.505597660908706,1.448440457575508
